New_Id,Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
SGP471,SGP471,,,,,,,,,,,,,,,,,,,,,,,,
SGP472,SGP472,negative,,,,,,,,,,,,,,,,,,,,,,,
SGP473,SGP473,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP474,SGP474,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,,,
SGP475,SGP475,,,,,,,,,,,,,,,,,,,,,,,,
SGP476,SGP476,,,,,,,,,,,,,,,,,,,,,,,,
SGP477,SGP477,,,,,,,,,,,,,,,,,,,,,,,,
SGP478,SGP478,,,,,,,,,,,,,,,,,,,,,,,,
SGP479,SGP479,,,,,,,,,,,,,,,,,,,,,,,,
SGP048,SGP48,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP480,SGP480,,,,,,,,,,,,,,,,,,,,,,,,
SGP481,SGP481,,,,,,,,,,,,,,,,,,,,,,,,
SGP482,SGP482,,,,,,,,,,,,,,,,,,,,,,,,
SGP483,SGP483,,,,,,,,,,,,,,,,,,,,,,,,
SGP484,SGP484,,,,,,,,,,,,,,,,,,,,,,,,
SGP485,SGP485,,,,,,,,,,,,,,,,,,,,,,,,
SGP486,SGP486,,,,,,,,,,,,,,,,,,,,,,,,
SGP487,SGP487,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SGP488,SGP488,,,,,,,,,,,,,,,,,,,,,,,,
SGP489,SGP489,,,,,,,,,,,,,,,,,,,,,,,,
SGP049,SGP49,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SGP490,SGP490,,,,,,,,,,,,,,,,,,,,,,,,
SGP491,SGP491,,,,,,,,,,,,,,,,,,,,,,,,
SGP492,SGP492,,,,,,,,,,,,,,,,,,,,,,,,
SGP493,SGP493,,,,,,,,,,,,,,,,,,,,,,,,
SGP494,SGP494,,,,,,,,,,,,,,,,,,,,,,,,
SGP005,SGP5,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP051,SGP51,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP052,SGP52,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP053,SGP53,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP054,SGP54,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SGP055,SGP55,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SGP056,SGP56,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SGP057,SGP57,aac(3)-IId,,,,,,blaCMY-2-like,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SGP058,SGP58,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP059,SGP59,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SGP006,SGP6,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SGP060,SGP60,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP061,SGP61,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP062,SGP62,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SGP063,SGP63,,,,,,,,,,,,,,,,,,,,,,,,
SGP064,SGP64,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP065,SGP65,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP066,SGP66,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP067,SGP67,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP068,SGP68,negative,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP069,SGP69,negative,,,,,,,G1-240D+G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP007,SGP7,negative,,,,,,,G9-240G+D,,,,,,,,,,,,,,,,
SGP070,SGP70,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP071,SGP71,,,,,,,blaCMY-2-like,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP072,SGP72,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP073,SGP73,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP074,SGP74,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP075,SGP75,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP076,SGP76,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP077,SGP77,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP078,SGP78,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP079,SGP79,aac(3)-IIe,,,,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP008,SGP8,aac(3)-IIe_3neg,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SGP080,SGP80,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP081,SGP81,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP082,SGP82,aac(3)-IIe,,,,,,,G1-240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,,,
SGP083,SGP83,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP084,SGP84,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP085,SGP85,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP086,SGP86,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP087,SGP87,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SGP088,SGP88,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP089,SGP89,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP009,SGP9,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SGP090,SGP90,negative,,,,,,blaCMY-2-like,G9-240D,,,,,,,,,,rmtB,,,,blaTEM-1-like,,
SGP091,SGP91,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP092,SGP92,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP093,SGP93,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP094,SGP94,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SGP096,SGP96,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP097,SGP97,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SGP098,SGP98,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SGP099,SGP99,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD001,SYD001,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD002,SYD002,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD003,SYD003,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD004,SYD004,,,,,,,,G1-240G+G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD005,SYD005,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD006,SYD006,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD007,SYD007,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD008,SYD008,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD009,SYD009,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD010,SYD010,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD011,SYD011,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD012,SYD012,,,,,,,,blaCTX-M-1,,,,,,,,,,,,,,blaTEM-1-like,,
SYD013,SYD013,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD014,SYD014,,,,,,blaACT-5-like,blaCMY-2-like,,,,blaGES-2-like,blaIMP-4-like_13neg,,,,,,,,,,blaTEM_1C,,
SYD015,SYD015,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD016,SYD016,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD017,SYD017,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD018,SYD018,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD019,SYD019,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD020,SYD020,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD021,SYD021,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD022,SYD022,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD023,SYD023,aac(3)-IId,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD024,SYD024,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD025,SYD025,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD026,SYD026,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD027,SYD027,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD028,SYD028,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD029,SYD029,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_3neg,,,,,,,,,,,,,,blaTEM-1-like,,
SYD030,SYD030,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD031,SYD031,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD032,SYD032,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD033,SYD033,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD034,SYD034,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD035,SYD035,,,,,,,,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD036,SYD036,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD037,SYD037,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD038,SYD038,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD039,SYD039,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD040,SYD040,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD041,SYD041,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD042,SYD042,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD043,SYD043,aac(3)-IId,,aacA4notGEN_1neg,,,,,blaCTX-M-1,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD044,SYD044,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD045,SYD045,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD046,SYD046,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD047,SYD047,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD048,SYD048,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD049,SYD049,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD050,SYD050,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD051,SYD051,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD052,SYD052,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD053,SYD053,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD054,SYD054,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD055,SYD055,,,,,,,,G1_240G+G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
SYD056,SYD056,aac(3)-IId,,aacA4notGEN_1neg,aadB,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD057,SYD057,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD058,SYD058,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
SYD059,SYD059,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD060,SYD060,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD061,SYD061,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD062,SYD062,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD063,SYD063,aac(3)-IId,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD064,SYD064,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD065,SYD065,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD066,SYD066,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD067,SYD067,aac(3)-IIe,,,,,,,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD068,SYD068,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD069,SYD069,aac(3)-IId,,aacA4notGEN_1neg,,,,,blaCTX-M-1,,,,,,,,blaOXA-30-like,,,,,,,,
SYD070,SYD070,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD071,SYD071,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD072,SYD072,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD073,SYD073,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD074,SYD074,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD075,SYD075,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD076,SYD076,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD077,SYD077,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD078,SYD078,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD079,SYD079,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD080,SYD080,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD081,SYD081,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD082,SYD082,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD083,SYD083,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD084,SYD084,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD085,SYD085,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD086,SYD086,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD087,SYD087,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM_2neg,,
SYD088,SYD088,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD089,SYD089,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD090,SYD090,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD091,SYD091,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD092,SYD092,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD093,SYD093,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD094,SYD094,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD095,SYD095,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD096,SYD096,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD097,SYD097,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD098,SYD098,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD099,SYD099,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD100,SYD100,,,,,,,,,,,,,,,,,,,,,,,,
SYD101,SYD101,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD102,SYD102,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD103,SYD103,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD104,SYD104,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD105,SYD105,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD106,SYD106,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD107,SYD107,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD108,SYD108,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD109,SYD109,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD110,SYD110,,,,aadB,,,,,,,,,,,,,,,,,,,,
SYD111,SYD111,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD112,SYD112,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD113,SYD113,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD114,SYD114,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD115,SYD115,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD116,SYD116,,,,,,,,,,,,,,,,,,,,,,,,
SYD117,SYD117,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD118,SYD118,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD119,SYD119,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD120,SYD120,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD121,SYD121,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD122,SYD122,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD123,SYD123,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD124,SYD124,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD125,SYD125,,,,,,,,,,,,,,,,,,,,,,,,
SYD126,SYD126,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD127,SYD127,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD128,SYD128,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD129,SYD129,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD130,SYD130,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD131,SYD131,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD132,SYD132,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD133,SYD133,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD134,SYD134,,,,,,,,,,,,,,,,,,,,,,,,
SYD135,SYD135,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD136,SYD136,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD137,SYD137,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD138,SYD138,,,,,,blaMIR,,,,,,,,,,,,,,,,,,
SYD139,SYD139,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD140,SYD140,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD141,SYD141,aac(3)-IIe+_2mix,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD142,SYD142,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD143,SYD143,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD144,SYD144,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD145,SYD145,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD146,SYD146,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD147,SYD147,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD148,SYD148,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD149,SYD149,,,,,,,,G9-240D,blaDHA,,,,,,,,,,,,,,,
SYD150,SYD150,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD151,SYD151,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD152,SYD152,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD153,SYD153,,,,,,,,,,,,,,,,,,,,,,,,
SYD154,SYD154,,,,,,,,,,,,,,,,,,,,,,,,
SYD155,SYD155,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD156,SYD156,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD157,SYD157,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD158,SYD158,,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD159,SYD159,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD160,SYD160,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD161,SYD161,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD162,SYD162,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD163,SYD163,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD164,SYD164,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD165,SYD165,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD166,SYD166,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD167,SYD167,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD168,SYD168,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD169,SYD169,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD170,SYD170,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD171,SYD171,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD172,SYD172,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD173,SYD173,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD174,SYD174,,,,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD175,SYD175,,,,,,,,,,,,,blaKPC,,,,,,,,,,,
SYD176,SYD176,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD177,SYD177,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD178,SYD178,,,,,,,,,,,,,,,,,,,,,,,,
SYD179,SYD179,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-1-like
SYD180,SYD180,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-1-like
SYD181,SYD181,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-1-like
SYD182,SYD182,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD183,SYD183,,,,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD184,SYD184,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
