Sample_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
SYD138,NA,NA,NA,NA,NA,blaMIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD139,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD140,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD141,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD142,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD143,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD144,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD145,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
SYD146,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD147,NA,NA,NA,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD148,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD149,NA,NA,NA,NA,NA,NA,NA,G9-240D,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD150,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD151,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD155,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD156,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD157,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD158,NA,NA,NA,aadB,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD159,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD160,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD162,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD163,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD164,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD165,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD166,NA,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD167,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD168,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD169,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD170,aac(3)-IIe,NA,NA,aadB,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD171,aac(3)-II_3neg,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD172,NA,NA,NA,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD173,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD174,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD176,aac(3)-IId+IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD177,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD179,aac(3)-IIe,NA,NA,aadB,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM_1neg,NA,blaVIM-1-like
SYD180,aac(3)-IIe,NA,NA,aadB,NA,NA,blaCMY-2-like,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,blaVIM-1-like
SYD181,aac(3)-IIe,NA,NA,aadB,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,blaVIM-1-like
SYD182,aac(3)-II_3neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD183,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD184,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD185,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD186,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD187,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD188,aac(3)-IIe,NA,NA,aadB,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaVIM-1-like
SYD189,aac(3)-IIe,NA,NA,aadB,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaVIM-1-like
SYD190,aac(3)-II_3neg,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,blaIMP-4-like_13neg,NA,NA,blaOXA-10-like,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
SYD191,aac(3)-IIe,NA,aacA4GEN_1neg,aadB,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaVIM-1-like
SYD192,aac(3)-IId,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD193,NA,NA,NA,NA,NA,blaMIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD194,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD195,NA,NA,NA,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaKPC,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD197,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD198,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD199,NA,NA,NA,NA,NA,NA,NA,NA,blaDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD200,NA,NA,NA,NA,NA,NA,NA,G1-240D,NA,NA,NA,NA,NA,blaNDM,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD201,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD202,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD203,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD204,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD205,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD206,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD207,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD208,aac(3)-IIe_3neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD209,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD210,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD211,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD212,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD213,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD214,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD215,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD216,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD217,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD218,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD219,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD220,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD221,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD222,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD223,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD224,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD225,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD226,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD227,NA,NA,NA,aadB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
SYD228,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD229,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD230,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD232,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD233,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D_2G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD235,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
SYD236,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD237,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD238,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,blaIMP-1579-like_13neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_1CG,NA,NA
SYD239,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD240,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD241,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD242,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,NA,NA,NA
SYD243,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD244,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD245,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD246,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD247,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD248,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD249,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD250,NA,NA,NA,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD251,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD252,aac(3)-IId,NA,NA,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD253,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD254,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1_240G+G9-240D,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM_2neg,NA,NA
SYD255,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,blaACT-7-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM_1neg,NA,NA
SYD256,NA,NA,NA,aadB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD257,aac(3)-IIe,NA,aacA4GEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYD258,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD259,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD260,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD261,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD262,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,blaOXA-30-like,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD263,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD264,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD265,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD266,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD267,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD268,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G9-240D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD269,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD270,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,blaCMY-2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD271,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD272,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD273,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD274,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD275,aac(3)-IIe,NA,NA,NA,NA,NA,NA,G1-240G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD276,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD277,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD278,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
SYD280,aac(3)-IId,NA,aacA4notGEN_1neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blaTEM-1-like,NA,NA
