Sample Id,Site,Species,3GCR,GENR,Old_Id,aac(3)-II,aacA27,aacA4,aadB,armA,blaACT/blaMIR,blaCMY-2-like,blaCTX-M,DHA,fosA3,GES,IMP,KPC,NDM,OXA-10,OXA-30,OXA-48,rmtB,rmtC,rmtF,SHV,TEM,VEB,VIM
SYD089,Sydney,E. coli,R,S,SYD089,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD090,Sydney,E. coli,R,S,SYD090,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD091,Sydney,E. coli,R,S,SYD091,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD092,Sydney,E. coli,R,S,SYD092,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD093,Sydney,E. coli,R,S,SYD093,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD094,Sydney,E. coli,R,S,SYD094,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD095,Sydney,E. coli,R,S,SYD095,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD096,Sydney,E. coli,R,S,SYD096,,,,,,,,G9-240G,,,,,,,,,,,,,,blaTEM_2neg,,
SYD097,Sydney,E. coli,R,S,SYD097,,,,,,,,G9-240G,,,,,,,,,,,,,,,,
SYD098,Sydney,E. coli,R,S,SYD098,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD099,Sydney,E. coli,R,S,SYD099,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD100,Sydney,E. coli,R,S,SYD100,,,,,,,,,,,,,,,,,,,,,,,,
SYD101,Sydney,K. pneumoniae,R,R,SYD101,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
SYD102,Sydney,K. pneumoniae,R,R,SYD102,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD103,Sydney,K. pneumoniae,R,S,SYD103,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD104,Sydney,K. pneumoniae,R,R,SYD104,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,
SYD105,Sydney,K. pneumoniae,R,R,SYD105,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD106,Sydney,K. pneumoniae,R,R,SYD106,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD107,Sydney,K. pneumoniae,R,R,SYD107,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD108,Sydney,K. pneumoniae,R,S,SYD108,,,,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD109,Sydney,K. pneumoniae,R,S,SYD109,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM_2neg,,
SYD110,Sydney,K. pneumoniae,R,R,SYD110,,,,aadB,,,,,,,,,,,,,,,,,,,,
SYD111,Sydney,K. pneumoniae,R,R,SYD111,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD112,Sydney,K. pneumoniae,R,R,SYD112,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD113,Sydney,K. pneumoniae,R,R,SYD113,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD114,Sydney,K. pneumoniae,R,R,SYD114,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD115,Sydney,K. pneumoniae,R,S,SYD115,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD116,Sydney,K. pneumoniae,R,S,SYD116,,,,,,,,,,,,,,,,,,,,,,,,
SYD117,Sydney,K. pneumoniae,R,R,SYD117,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD118,Sydney,K. pneumoniae,R,R,SYD118,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD119,Sydney,K. pneumoniae,R,R,SYD119,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD120,Sydney,K. pneumoniae,R,R,SYD120,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD121,Sydney,K. pneumoniae,R,R,SYD121,,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD122,Sydney,K. pneumoniae,R,R,SYD122,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD123,Sydney,K. pneumoniae,R,R,SYD123,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD124,Sydney,K. pneumoniae,R,R,SYD124,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD125,Sydney,K. pneumoniae,R,S,SYD125,,,,,,,,,,,,,,,,,,,,,,,,
SYD126,Sydney,K. pneumoniae,R,R,SYD126,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD127,Sydney,K. pneumoniae,R,R,SYD127,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD128,Sydney,K. pneumoniae,R,R,SYD128,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD129,Sydney,K. pneumoniae,R,S,SYD129,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD130,Sydney,K. pneumoniae,R,R,SYD130,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD131,Sydney,K. pneumoniae,R,R,SYD131,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD132,Sydney,K. pneumoniae,R,S,SYD132,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD133,Sydney,K. pneumoniae,R,S,SYD133,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD134,Sydney,K. pneumoniae,R,S,SYD134,,,,,,,,,,,,,,,,,,,,,,,,
SYD135,Sydney,K. pneumoniae,R,S,SYD135,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD136,Sydney,K. pneumoniae,R,S,SYD136,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD137,Sydney,K. pneumoniae,R,S,SYD137,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD138,Sydney,K. pneumoniae,R,S,SYD138,,,,,,blaMIR,,,,,,,,,,,,,,,,,,
SYD139,Sydney,K. pneumoniae,R,R,SYD139,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD140,Sydney,K. pneumoniae,R,R,SYD140,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD141,Sydney,K. pneumoniae,R,R,SYD141,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD142,Sydney,K. pneumoniae,R,S,SYD142,,,,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD143,Sydney,K. pneumoniae,R,R,SYD143,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD144,Sydney,K. pneumoniae,R,R,SYD144,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD145,Sydney,K. pneumoniae,R,S,SYD145,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD146,Sydney,K. pneumoniae,R,R,SYD146,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD147,Sydney,K. pneumoniae,R,S,SYD147,,,,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD148,Sydney,K. pneumoniae,R,R,SYD148,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD149,Sydney,K. pneumoniae,R,S,SYD149,,,,,,,,G9-240D,blaDHA,,,,,,,,,,,,,,,
SYD150,Sydney,K. pneumoniae,R,R,SYD150,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD151,Sydney,K. pneumoniae,R,R,SYD151,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD152,Sydney,K. pneumoniae,R,S,SYD152,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD153,Sydney,K. pneumoniae,R,S,SYD153,,,,,,,,,,,,,,,,,,,,,,,,
SYD154,Sydney,K. pneumoniae,R,S,SYD154,,,,,,,,,,,,,,,,,,,,,,,,
SYD155,Sydney,K. pneumoniae,R,R,SYD155,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD156,Sydney,K. pneumoniae,R,S,SYD156,,,,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD157,Sydney,K. pneumoniae,R,R,SYD157,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD158,Sydney,K. pneumoniae,R,S,SYD158,,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD159,Sydney,K. pneumoniae,R,R,SYD159,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD160,Sydney,K. pneumoniae,R,R,SYD160,aac(3)-IId,,,,,,,,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD161,Sydney,K. pneumoniae,R,S,SYD161,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD162,Sydney,K. pneumoniae,R,S,SYD162,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD163,Sydney,K. pneumoniae,R,R,SYD163,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD164,Sydney,K. pneumoniae,R,R,SYD164,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD165,Sydney,K. pneumoniae,R,R,SYD165,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD166,Sydney,K. pneumoniae,R,S,SYD166,,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD167,Sydney,K. pneumoniae,R,R,SYD167,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD168,Sydney,K. pneumoniae,R,R,SYD168,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD169,Sydney,K. pneumoniae,R,R,SYD169,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD170,Sydney,K. pneumoniae,R,R,SYD170,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD171,Sydney,K. pneumoniae,R,R,SYD171,aac(3)-II_3neg,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD172,Sydney,K. pneumoniae,R,S,SYD172,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD173,Sydney,K. pneumoniae,R,S,SYD173,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD174,Sydney,K. pneumoniae,R,S,SYD174,,,,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD175,Sydney,K. pneumoniae,R,S,SYD175,,,,,,,,,,,,,blaKPC,,,,,,,,,,,
SYD176,Sydney,K. pneumoniae,R,R,SYD176,aac(3)-IId+IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD177,Sydney,K. pneumoniae,R,R,SYD177,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD178,Sydney,K. pneumoniae,R,S,SYD178,,,,,,,,,,,,,,,,,,,,,,,,
SYD179,Sydney,K. pneumoniae,R,R,SYD179,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM_1neg,,blaVIM-1-like
SYD180,Sydney,K. pneumoniae,R,R,SYD180,aac(3)-IIe,,,aadB,,,blaCMY-2-like,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-1-like
SYD181,Sydney,K. pneumoniae,R,R,SYD181,aac(3)-IIe,,,aadB,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,blaVIM-1-like
SYD182,Sydney,K. pneumoniae,R,S,SYD182,aac(3)-II_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD183,Sydney,K. pneumoniae,R,S,SYD183,,,,,,,,,blaDHA,,,,,,,,,,,,,blaTEM-1-like,,
SYD184,Sydney,K. pneumoniae,R,R,SYD184,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD185,Sydney,K. pneumoniae,R,R,SYD185,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD186,Sydney,K. pneumoniae,R,R,SYD186,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD187,Sydney,K. pneumoniae,R,R,SYD187,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD188,Sydney,K. pneumoniae,R,R,SYD188,aac(3)-IIe,,,aadB,,,blaCMY-2-like,,,,,,,,,,,,,,,,,blaVIM-1-like
SYD189,Sydney,K. pneumoniae,R,R,SYD189,aac(3)-IIe,,,aadB,,,blaCMY-2-like,,,,,,,,,,,,,,,,,blaVIM-1-like
SYD190,Sydney,K. pneumoniae,R,S,SYD190,aac(3)-II_3neg,,,,,,,,blaDHA,,,blaIMP-4-like_13neg,,,blaOXA-10-like,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD191,Sydney,K. pneumoniae,R,R,SYD191,aac(3)-IIe,,aacA4GEN_1neg,aadB,,,blaCMY-2-like,,,,,,,,,,,,,,,,,blaVIM-1-like
SYD192,Sydney,K. pneumoniae,R,R,SYD192,aac(3)-IId,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD193,Sydney,K. pneumoniae,R,S,SYD193,,,,,,blaMIR,,,,,,,,,,,,,,,,,,
SYD194,Sydney,K. pneumoniae,R,S,SYD194,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD195,Sydney,K. pneumoniae,R,S,SYD195,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD196,Sydney,K. pneumoniae,R,S,SYD196,,,,,,,,,,,,,blaKPC,,,,,,,,,blaTEM-1-like,,
SYD197,Sydney,K. pneumoniae,R,S,SYD197,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD198,Sydney,K. pneumoniae,R,S,SYD198,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD199,Sydney,K. pneumoniae,R,S,SYD199,,,,,,,,,blaDHA,,,,,,,,,,,,,,,
SYD200,Sydney,K. pneumoniae,R,S,SYD200,,,,,,,,G1-240D,,,,,,blaNDM,,,,,,,,blaTEM-1-like,,
SYD201,Sydney,E. coli,S,R,SYD201,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD202,Sydney,E. coli,S,R,SYD202,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD203,Sydney,E. coli,S,R,SYD203,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD204,Sydney,E. coli,S,R,SYD204,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD205,Sydney,E. coli,S,R,SYD205,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD206,Sydney,E. coli,S,R,SYD206,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD207,Sydney,E. coli,S,R,SYD207,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD208,Sydney,E. coli,S,R,SYD208,aac(3)-IIe_3neg,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD209,Sydney,E. coli,S,R,SYD209,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD210,Sydney,E. coli,S,R,SYD210,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD211,Sydney,E. coli,S,R,SYD211,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD212,Sydney,E. coli,R,R,SYD212,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD213,Sydney,E. coli,S,R,SYD213,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD214,Sydney,E. coli,S,R,SYD214,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD215,Sydney,E. coli,S,R,SYD215,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD216,Sydney,E. coli,S,R,SYD216,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD217,Sydney,E. coli,S,R,SYD217,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD218,Sydney,E. coli,S,R,SYD218,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD219,Sydney,E. coli,S,R,SYD219,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD220,Sydney,E. coli,S,R,SYD220,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD221,Sydney,E. coli,S,R,SYD221,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD222,Sydney,E. coli,S,R,SYD222,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD223,Sydney,E. coli,S,R,SYD223,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD224,Sydney,E. coli,S,R,SYD224,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD225,Sydney,E. coli,S,R,SYD225,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD226,Sydney,E. coli,R,R,SYD226,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD227,Sydney,E. coli,S,R,SYD227,,,,aadB,,,,,,,,,,,,blaOXA-30-like,,,,,,,,
SYD228,Sydney,E. coli,S,R,SYD228,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD229,Sydney,E. coli,S,R,SYD229,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD230,Sydney,E. coli,S,R,SYD230,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD231,Sydney,E. coli,S,R,SYD231,,,,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD232,Sydney,E. coli,S,R,SYD232,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD233,Sydney,E. coli,R,R,SYD233,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D_2G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD234,Sydney,E. coli,S,R,SYD234,,,,,,,,,,,,,,,,,,,,,,,,
SYD235,Sydney,E. coli,R,R,SYD235,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD236,Sydney,E. coli,S,R,SYD236,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD237,Sydney,E. coli,R,R,SYD237,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD238,Sydney,E. coli,R,R,SYD238,aac(3)-IIe,,aacA4GEN_1neg,,,,,,,,,blaIMP-1579-like_13neg,,,,,,,,,,blaTEM_1CG,,
SYD239,Sydney,E. coli,S,R,SYD239,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD240,Sydney,E. coli,R,R,SYD240,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD241,Sydney,E. coli,R,R,SYD241,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD242,Sydney,E. coli,R,R,SYD242,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,,,
SYD243,Sydney,E. coli,R,R,SYD243,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD244,Sydney,E. coli,R,R,SYD244,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD245,Sydney,E. coli,S,R,SYD245,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD246,Sydney,E. coli,R,R,SYD246,aac(3)-IIe,,aacA4GEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,,,
SYD247,Sydney,E. coli,S,R,SYD247,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD248,Sydney,E. coli,S,R,SYD248,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD249,Sydney,E. coli,R,R,SYD249,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD250,Sydney,E. coli,R,R,SYD250,,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,,,
SYD251,Sydney,E. coli,S,R,SYD251,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD252,Sydney,E. coli,R,R,SYD252,aac(3)-IId,,,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD253,Sydney,E. coli,R,R,SYD253,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD254,Sydney,E. coli,R,R,SYD254,aac(3)-IIe,,,,,,,G1_240G+G9-240D,,,,,,,,blaOXA-30-like,,,,,,blaTEM_2neg,,
SYD255,Sydney,E. coli,S,R,SYD255,aac(3)-IId,,aacA4notGEN_1neg,,,blaACT-7-like,,,,,,,,,,,,,,,,blaTEM_1neg,,
SYD256,Sydney,E. coli,S,R,SYD256,,,,aadB,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD257,Sydney,E. coli,R,R,SYD257,aac(3)-IIe,,aacA4GEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,,,
SYD258,Sydney,E. coli,R,R,SYD258,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD259,Sydney,E. coli,R,R,SYD259,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD260,Sydney,E. coli,S,R,SYD260,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD261,Sydney,E. coli,R,R,SYD261,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD262,Sydney,E. coli,R,R,SYD262,aac(3)-IIe,,,,,,,G1-240G,,,,,,,,blaOXA-30-like,,,,,,blaTEM-1-like,,
SYD263,Sydney,E. coli,S,R,SYD263,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD264,Sydney,E. coli,S,R,SYD264,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD265,Sydney,E. coli,S,R,SYD265,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD266,Sydney,E. coli,R,R,SYD266,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD267,Sydney,E. coli,S,R,SYD267,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD268,Sydney,E. coli,R,R,SYD268,aac(3)-IId,,aacA4notGEN_1neg,,,,,G9-240D,,,,,,,,,,,,,,blaTEM-1-like,,
SYD269,Sydney,E. coli,S,R,SYD269,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD270,Sydney,E. coli,R,R,SYD270,aac(3)-IId,,aacA4notGEN_1neg,,,,blaCMY-2-like,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD271,Sydney,E. coli,S,R,SYD271,aac(3)-IId,,aacA4notGEN_1neg,,,,,G1-240G,,,,,,,,,,,,,,blaTEM-1-like,,
SYD272,Sydney,E. coli,S,R,SYD272,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD273,Sydney,E. coli,S,R,SYD273,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
SYD274,Sydney,E. coli,S,R,SYD274,aac(3)-IId,,aacA4notGEN_1neg,,,,,,,,,,,,,,,,,,,blaTEM-1-like,,
