Sample Id,Site,Species,3GCR,GENR,CTXM,SHV,TEM,KPC,IMP,NDM,VIM,CMY2,DHA,OXA10,OXA30,OXA48,VEB,GES,ACTMIR,aac(3)II,aacA4,aac6Ib/II,aadB,armA,rmtB,rmtC,rmtF,
SGP488,Singapore,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SGP489,Singapore,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SGP490,Singapore,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SGP491,Singapore,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SGP492,Singapore,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SGP493,Singapore,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SGP494,Singapore,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD001,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD002,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD003,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD004,Sydney,E. coli,R,S,CTX-M-15-like + CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD005,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD006,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD007,Sydney,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
SYD008,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD009,Sydney,E. coli,R,S,,,,,,,,,DHA,,,,,,,,,,,,,,,
SYD010,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD011,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD012,Sydney,E. coli,R,S,CTX-M-1-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD013,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD014,Sydney,E. coli,R,S,,,TEM-1-like,,IMP-4-like,,,CMY-2-like,,,,,,GES-2-like,ACT-5-like,,,,,,,,,
SYD015,Sydney,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD016,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD017,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD018,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD019,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD020,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD021,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD022,Sydney,E. coli,R,S,,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD023,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
SYD024,Sydney,E. coli,R,R,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD025,Sydney,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD026,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD027,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD028,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD029,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD030,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD031,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD032,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD033,Sydney,E. coli,R,R,CTX-M-15-like,SHV ESBL,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD034,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD035,Sydney,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD036,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD037,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD038,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD039,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD040,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD041,Sydney,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
SYD042,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD043,Sydney,E. coli,R,R,CTX-M-1-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,,,,,,,,
SYD044,Sydney,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD045,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD046,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD047,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD048,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD049,Sydney,E. coli,R,S,,,,,,,,,DHA,,,,,,,,,,,,,,,
SYD050,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD051,Sydney,E. coli,R,R,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD052,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
SYD053,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD054,Sydney,E. coli,R,S,CTX-M-9-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
SYD055,Sydney,E. coli,R,S,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD056,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,aadB,,,,,
SYD057,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD058,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD059,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD060,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
SYD061,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD062,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD063,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
SYD064,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
SYD065,Sydney,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
SYD066,Sydney,E. coli,R,R,CTX-M-15-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD067,Sydney,E. coli,R,R,CTX-M-15-like + CTX-M-27-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD068,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD069,Sydney,E. coli,R,R,CTX-M-1-like,,,,,,,,,,OXA-30,,,,,aac(3)-IId,,,,,,,,
SYD070,Sydney,E. coli,R,S,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD071,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
SYD072,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD073,Sydney,E. coli,R,R,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD074,Sydney,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD075,Sydney,E. coli,R,S,CTX-M-9-like,,,,,,,,,,,,,,,,,,,,,,,
SYD076,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD077,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
SYD078,Sydney,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD079,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD080,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD081,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD082,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD083,Sydney,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD084,Sydney,E. coli,R,R,CTX-M-27-like,,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD085,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD086,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD087,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD088,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD089,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD090,Sydney,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD091,Sydney,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD092,Sydney,E. coli,R,S,CTX-M-27-like,,,,,,,,,,,,,,,,,,,,,,,
SYD093,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD094,Sydney,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD095,Sydney,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD096,Sydney,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD097,Sydney,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD098,Sydney,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD099,Sydney,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
SYD100,Sydney,E. coli,R,S,,,,,,,,,,,,,,,,,,,,,,,,
SYD101,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD102,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like + SHV-5/12-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD103,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD104,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD105,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD106,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD107,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD108,Sydney,K. pneumoniae,R,S,CTX-M-9-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD109,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD110,Sydney,K. pneumoniae,R,R,,SHV ESBL,,,,,,,,,,,,,,,,,aadB,,,,,
SYD111,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV-5/12-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Amk and Gen),,,,,,,
SYD112,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD113,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD114,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (A),,,,,,,
SYD115,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD116,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD117,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD118,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like + SHV-5/12-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,eek,,,,,,,
SYD119,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD120,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD121,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,,,,,,,,,
SYD122,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD123,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD124,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD125,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD126,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD127,Sydney,K. pneumoniae,R,R,CTX-M-9-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD128,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD129,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD130,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD131,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD132,Sydney,K. pneumoniae,R,S,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD133,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD134,Sydney,K. pneumoniae,R,S,,SHV-1-like + SHV-5/12-like,,,,,,,,,,,,,,,,,,,,,,
SYD135,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD136,Sydney,K. pneumoniae,R,S,CTX-M-9-like,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD137,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD138,Sydney,K. pneumoniae,R,S,,,,,,,,,,,,,,,ACT-1-like,,,,,,,,,
SYD139,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD140,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD141,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIa + aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD142,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD143,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD144,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like + SHV ESBL,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD145,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD146,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD147,Sydney,K. pneumoniae,R,S,CTX-M-9-like,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD148,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD149,Sydney,K. pneumoniae,R,S,CTX-M-9-like,,,,,,,,DHA,,,,,,,,,,,,,,,
SYD150,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD151,Sydney,K. pneumoniae,R,R,CTX-M-9-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD152,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD153,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD154,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD155,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD156,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
SYD157,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD158,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,aadB,,,,,
SYD159,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Gen) and aacA4 cr (A),,,,,,,
SYD160,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Gen) and aacA4 cr (A),,,,,,,
SYD161,Sydney,K. pneumoniae,R,S,,SHV-1-like + SHV ESBL,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
SYD162,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD163,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
SYD164,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
SYD165,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD166,Sydney,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
SYD167,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD168,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
SYD169,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD170,Sydney,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
SYD171,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Amk) and aacA4 cr (C),,,,,,,
SYD172,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
SYD173,Sydney,K. pneumoniae,R,S,,SHV-1-like,,,,,,,DHA,,,,,,,,,,,,,,,
SYD174,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,,,,,DHA,,,,,,,,,,,,,,,
SYD175,Sydney,K. pneumoniae,R,S,,SHV-1-like + SHV-5/12-like,,KPC,,,,,,,,,,,,,aacA4 (Amk),,,,,,,
SYD176,Sydney,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId + aac(3)-IIe,aacA4 (Amk),,,,,,,
SYD177,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD178,Sydney,K. pneumoniae,R,S,,SHV-1-like + SHV ESBL,,,,,,,,,,,,,,,,,,,,,,
SYD179,Sydney,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
SYD180,Sydney,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
SYD181,Sydney,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
SYD182,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD183,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,,,,,DHA,,,,,,,,,,,,,,,
SYD184,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD185,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD186,Sydney,K. pneumoniae,R,R,,,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD187,Sydney,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,,,,,,aac(3)-IId,aacA4 (Gen),,,,,,,
SYD188,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV-5/12-like,,,,,VIM-1-like,CMY-2-like,,,,,,,,aac(3)-IIe,aacA4 (Amk),,aadB,,,,,
SYD189,Sydney,K. pneumoniae,R,R,,SHV-1-like + SHV-5/12-like,,,,,VIM-1-like,CMY-2-like,,,,,,,,aac(3)-IIe,aacA4 (Amk),,aadB,,,,,
SYD190,Sydney,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,,IMP-4-like,,,,DHA,OXA-10-like,OXA-30,,,,ACT-7-like,,aacA4 (Gen),,,,,,,
